OBJECTID,GlobalID,idInterruption,panneMajeure,geometry,timestamp
497871,6643754a-c8c1-4bd0-bb36-376818d7c7e2,LAV-I-17613-1,1,POINT (-74.6648235150957 45.9590068046135),2023-04-06 09:52:13.753041
497873,4c90dc09-0898-4ccb-a8e2-67f0a79f32f3,LAV-I-17917-1,1,POINT (-74.4744898736017 45.9259996607968),2023-04-06 09:52:13.753041
497879,466b9019-e360-4b59-b1ef-a70e6245c0bc,LAV-I-17842-1,1,POINT (-75.0280742957663 45.6181902400367),2023-04-06 09:52:13.753041
497880,9b790ca1-d0e6-47a6-9c41-3a680436dede,LAV-I-18229-1,1,POINT (-75.0232347418672 45.634238429923),2023-04-06 09:52:13.753041
497882,df763375-fe8a-4dc5-9a8d-79c5dd1be90b,LAV-I-18010-1,1,POINT (-75.0242843613196 45.6177922111553),2023-04-06 09:52:13.753041
497884,95c6766f-a32c-4bdf-8e06-9c0e1cead909,LAV-I-18183-1,1,POINT (-75.0212057081779 45.6263227671927),2023-04-06 09:52:13.753041
497888,49544a34-2357-4a90-8950-b1a8edf70749,NOR-I-13527-1,1,POINT (-73.8572095322375 45.4370721915064),2023-04-06 09:52:13.753041
497889,cf5b4a77-d812-4476-884a-c1af40cc997b,NOR-I-13496-1,1,POINT (-73.8498177509673 45.4372150958934),2023-04-06 09:52:13.753041
497890,c1dcc824-cf4e-499e-9b6e-0d733eb9f6b8,NOR-I-13388-1,1,POINT (-73.926348602302 45.4133501537714),2023-04-06 09:52:13.753041
497891,de65576b-a4d7-4930-8541-0f658dfa3e11,LAV-I-18188-1,1,POINT (-73.7222301617527 45.5430516939882),2023-04-06 09:52:13.753041
497892,f9a79d9b-3881-456a-9491-c8b4bead500a,NOR-I-13451-1,1,POINT (-73.8802914078734 45.4240529114659),2023-04-06 09:52:13.753041
497894,c1feb033-2bd1-43ea-b8d4-e44c8d6029a3,NOR-I-13325-1,1,POINT (-73.8664831313114 45.4288397391635),2023-04-06 09:52:13.753041
497895,741eb58b-b24b-40b2-95cb-d0582c2c4ae0,NOR-I-13202-1,1,POINT (-73.9053757479328 45.4133957835755),2023-04-06 09:52:13.753041
497896,c30783d8-8e5c-4835-ab6c-412fc8d2e0e1,NOR-I-13603-1,1,POINT (-73.9524280499855 45.4177242330366),2023-04-06 09:52:13.753041
497898,73bb265d-d9c7-41dc-9029-eae2e6eed285,NOR-I-13421-1,1,POINT (-73.8839579375199 45.4225140207325),2023-04-06 09:52:13.753041
497899,9253b80e-6b48-4a55-8fbd-6f19122f3412,NOR-I-13318-1,1,POINT (-73.850641778014 45.4307281539635),2023-04-06 09:52:13.753041
497900,394e78cc-7e7e-4d9a-ae30-8dd15f9a2fb0,NOR-I-13360-1,1,POINT (-73.9502218102352 45.4277379277275),2023-04-06 09:52:13.753041
497902,2292b79e-ec1d-4baf-9c7e-9bec799da99d,NOR-I-13500-1,1,POINT (-73.8664561948991 45.4396415310863),2023-04-06 09:52:13.753041
497907,18276411-eb62-4d7c-ada4-71ef0ae26922,NOR-I-13216-1,1,POINT (-73.922555634087 45.4519415047412),2023-04-06 09:52:13.753041
497908,038039b5-bddb-4057-9e1d-3c746da1c3e0,NOR-I-13224-1,1,POINT (-73.89446451585 45.4297169262197),2023-04-06 09:52:13.753041
497909,d553ced1-55f2-49d4-a37f-3346974046d4,NOR-I-13628-1,1,POINT (-73.6209833348424 45.5344060350843),2023-04-06 09:52:13.753041
497913,5baa79b2-c3b0-48d5-b341-88f97a758b0c,NOR-I-13424-1,1,POINT (-73.6235730258065 45.5168806532817),2023-04-06 09:52:13.753041
497914,2a7693b5-8d90-4c60-b645-cd5d40ac08a2,NOR-I-13499-1,1,POINT (-73.624947669366 45.5122782765313),2023-04-06 09:52:13.753041
497918,e49d8284-1f98-494d-af87-e84498c0f08e,NOR-I-13573-1,1,POINT (-73.5771753745416 45.5573413791214),2023-04-06 09:52:13.753041
497923,9588bc39-7fa8-456f-b2f9-debad3028623,NOR-I-13559-1,1,POINT (-73.5963056369646 45.5614264655364),2023-04-06 09:52:13.753041
497931,24905651-6c91-4585-a085-acfc72a3d29a,NOR-I-13606-1,1,POINT (-73.6232947217268 45.5400088339872),2023-04-06 09:52:13.753041
497932,bf874c58-251d-4c09-a315-b0c4b0fc9dab,NOR-I-13611-1,1,POINT (-73.6234017449063 45.5419630809209),2023-04-06 09:52:13.753041
497947,6c827bcc-0a6a-45ca-a94f-2ca927fa681c,LAV-I-18381-1,1,POINT (-75.6230416338716 45.5251375572533),2023-04-06 09:52:13.753041
497949,ca455aa7-b75c-4c35-b71a-75ea9f955dc6,LAV-I-17840-1,1,POINT (-75.6645883681978 45.6675684016957),2023-04-06 09:52:13.753041
497950,a3e8189c-2693-4353-be6b-c3edf856152d,LAV-I-17555-1,1,POINT (-75.5632490251713 45.5151843768177),2023-04-06 09:52:13.753041
497951,682fcc0b-609f-42f5-ae36-0773de3d0d8c,LAV-I-17585-1,1,POINT (-75.62232808826 45.5387693110619),2023-04-06 09:52:13.753041
497952,a2a36bbe-4d09-4df9-83e5-e713d6819698,LAV-I-17949-1,1,POINT (-75.4922267181729 45.5324535227418),2023-04-06 09:52:13.753041
497954,afcdd337-353c-4b3b-a5ad-dc420e970907,LAV-I-17602-1,1,POINT (-75.6682428451296 45.5619145030366),2023-04-06 09:52:13.753041
497957,e2cbfab9-ff38-4fc3-8f04-65eb25df1a0e,LAV-I-17573-1,1,POINT (-75.6170821383452 45.5158304845235),2023-04-06 09:52:13.753041
497966,d26a2db0-f194-41b2-85f1-1bd12ecb57fc,LAV-I-17829-1,1,POINT (-75.6083318040085 45.6420625434023),2023-04-06 09:52:13.753041
497969,20426c12-abfe-4e37-9c25-df1abce0d12d,LAV-I-18060-1,1,POINT (-75.4868199136927 45.5354267808557),2023-04-06 09:52:13.753041
497974,5e094809-3148-4254-8ca2-b46cc351a3c2,NOR-I-13515-1,1,POINT (-73.8353722952537 45.4837241003457),2023-04-06 09:52:13.753041
497975,e1ed4e62-2acb-4d3d-a07e-65db065d80db,NOR-I-13495-1,1,POINT (-73.7594563221673 45.439752024502),2023-04-06 09:52:13.753041
497976,2ac03b5b-02d5-4d82-8cc5-cc7ce03c14c7,NOR-I-13363-1,1,POINT (-73.8712979437423 45.4743575688243),2023-04-06 09:52:13.753041
497978,ae39b32e-c6b9-4452-bf78-72b01e8c93a3,NOR-I-13493-1,1,POINT (-73.8386699143553 45.4800871219223),2023-04-06 09:52:13.753041
497980,80724621-89aa-44f3-8fac-82b4f0207249,LAV-I-17993-1,1,POINT (-75.4961750445694 45.5286416309221),2023-04-06 09:52:13.753041
497983,3edbf33c-5e9d-4f45-81dc-e987740c73d7,NOR-I-13341-1,1,POINT (-73.8703842430111 45.4822459086085),2023-04-06 09:52:13.753041
497985,d497f618-4198-495e-b2c7-88d578a19d0d,NOR-I-13530-1,1,POINT (-73.8382416637761 45.4781487591707),2023-04-06 09:52:13.753041
497986,7985919d-901a-4b8e-bc27-374b7c466fc4,NOR-I-13364-1,1,POINT (-73.8088939462075 45.4381602528099),2023-04-06 09:52:13.753041
497988,1419aac2-a4f4-4ded-b755-756ea9cd0d07,LAV-I-17671-1,1,POINT (-75.5855541440759 45.5089651881271),2023-04-06 09:52:13.753041
497990,bfdc5b4e-e919-4ff0-a080-9d59448dca2a,NOR-I-13602-1,1,POINT (-73.8667723444724 45.4518600970198),2023-04-06 09:52:13.753041
497991,fe2ac3d0-5d97-4ee4-b78e-2b624fbe3008,NOR-I-13509-1,1,POINT (-73.7773625805812 45.4536763724296),2023-04-06 09:52:13.753041
497995,2df3a8c5-2a78-4d75-972f-a031c09dfe1a,LAV-I-18421-1,1,POINT (-75.5861798891282 45.4911723335879),2023-04-06 09:52:13.753041
497996,813bf487-b2bf-4bc1-8ace-5cdb77508e63,LAV-I-17556-1,1,POINT (-75.6257657113346 45.575659684368),2023-04-06 09:52:13.753041
497998,a7c501d0-6e1e-4a19-b4c2-932f9fd03c29,NOR-I-13625-1,1,POINT (-73.8383485031637 45.4752302905431),2023-04-06 09:52:13.753041
497999,e6bb5987-40c0-4f23-9b32-931708b6eee2,NOR-I-13275-1,1,POINT (-73.8686110862824 45.450809523224),2023-04-06 09:52:13.753041
498000,7eda51fe-885a-48ed-84e5-1906bd6ab41f,LAV-I-17696-1,1,POINT (-75.6235701963894 45.5316543663397),2023-04-06 09:52:13.753041
498002,3e0103f4-97e1-4947-8549-5b9dcb987233,NOR-I-13562-1,1,POINT (-73.8033153460617 45.4578679373076),2023-04-06 09:52:13.753041
498004,93b9f4ee-44eb-40a5-94f0-97723bd76a79,LAV-I-18090-1,1,POINT (-75.4928265272865 45.5306461642289),2023-04-06 09:52:13.753041
498006,9980acca-32ed-47af-92f9-a33ac192dfc1,NOR-I-13365-1,1,POINT (-73.7800114294331 45.4458459895957),2023-04-06 09:52:13.753041
498010,4f32c9de-e1b2-4549-9ce7-a1c0c7befadc,LAV-I-18413-1,1,POINT (-75.2409661137307 45.5984611232575),2023-04-06 09:52:13.753041
498012,026de16d-3d4b-4790-b609-1c9d2c968dce,LAV-I-18194-1,1,POINT (-73.9659490130013 45.5229196019632),2023-04-06 09:52:13.753041
498014,a557b301-40cb-4f5e-99ab-872d9ba1368d,NOR-I-13368-1,1,POINT (-73.6889504263149 45.5401169527418),2023-04-06 09:52:13.753041
498020,90dfd913-bff2-4700-8eb2-eb3984b4f626,LAV-I-17443-1,1,POINT (-75.7042654566718 45.4659339258591),2023-04-06 09:52:13.753041
498022,d22056a8-953d-4a94-9682-8997dba60e88,LAV-I-18428-1,1,POINT (-75.7036024984688 45.4723050852646),2023-04-06 09:52:13.753041
498027,e19128b1-516e-4154-b8e1-899ef9abfe7c,LAV-I-18110-1,1,POINT (-75.7111794948902 45.4799215037585),2023-04-06 09:52:13.753041
498038,02031823-6df1-469a-93ec-bfdbc0ac5c0f,LAV-I-17979-1,1,POINT (-75.6440872815201 45.5092977701759),2023-04-06 09:52:13.753041
498039,c03cd273-4cb4-4972-9b58-6fb6e2e45543,LAV-I-17504-1,1,POINT (-75.6816534208524 45.4990883040015),2023-04-06 09:52:13.753041
498043,b6bc8405-dc51-4878-aa08-9e40d29d5e43,LAV-I-17564-1,1,POINT (-75.6965967733738 45.5216032187992),2023-04-06 09:52:13.753041
498044,211a1aa3-4e8b-46ba-a289-88f6d09a605f,LAV-I-17901-1,1,POINT (-75.646250326054 45.5098990226382),2023-04-06 09:52:13.753041
498045,2b267320-cd38-43f6-957b-33039c406c71,LAV-I-17479-1,1,POINT (-75.6878080263495 45.5748261221057),2023-04-06 09:52:13.753041
498048,448491d8-98aa-4246-aeff-b9e7d2af5f7d,LAV-I-18165-1,1,POINT (-75.7099732697015 45.4337197116233),2023-04-06 09:52:13.753041
498049,027e21ae-1d0d-4f1c-a795-44818b8a3378,LAV-I-18505-1,1,POINT (-75.8059068748183 45.4308352158851),2023-04-06 09:52:13.753041
498050,d39ae41a-5fbf-40e3-85b6-0519a294c75a,LAV-I-18616-1,1,POINT (-75.7835373585962 45.420861129488),2023-04-06 09:52:13.753041
498053,b0754fbc-3898-4d9e-8c09-daaebe2faf92,NOR-I-13510-1,1,POINT (-73.5966753211586 45.4609456966257),2023-04-06 09:52:13.753041
498058,bc2ace34-6e2d-4cfb-b2fd-5a56cfa78106,NOR-I-13511-1,1,POINT (-73.5669191489411 45.4647780141294),2023-04-06 09:52:13.753041
498059,0bb1140c-bf08-4d07-9303-7378d30678df,LAV-I-18270-1,1,POINT (-76.1104052419366 45.6852617140011),2023-04-06 09:52:13.753041
498060,63d7767b-7f3e-4ab1-ac33-0427107d40ba,NOR-I-13418-1,1,POINT (-73.6567795569535 45.4614296878829),2023-04-06 09:52:13.753041
498061,e2c40dd7-6054-4755-8ade-2b228a436ac5,LAV-I-17353-1,1,POINT (-76.1569261973802 45.7583720125644),2023-04-06 09:52:13.753041
498062,55e01533-046b-454b-aeb6-14a4da7de76c,LAV-I-18045-1,1,POINT (-75.9140181702105 45.7254212609409),2023-04-06 09:52:13.753041
498063,44efdcb1-e4bd-4b42-85c8-6caed5b22e2e,NOR-I-13486-1,1,POINT (-73.6327650825862 45.4700255954477),2023-04-06 09:52:13.753041
498065,28c4b055-1597-446d-9b6c-c896952e2464,NOR-I-13272-1,1,POINT (-73.6649437617794 45.4583433883553),2023-04-06 09:52:13.753041
498067,b1c88840-a6d3-4d92-babd-6275dfa6b2ef,LAV-I-17402-1,1,POINT (-75.8770815155787 45.6634808576596),2023-04-06 09:52:13.753041
498069,9fcf0a9b-b908-4cb2-8509-8e0641c1461a,NOR-I-13226-1,1,POINT (-73.6662847773083 45.4713497597105),2023-04-06 09:52:13.753041
498073,3e3e1190-a893-4a77-8a1a-88268a611e31,NOR-I-13539-1,1,POINT (-73.6288603583301 45.470207603339),2023-04-06 09:52:13.753041
498074,a36547b6-917c-4ab7-98c1-3eaf728bef81,LAV-I-17445-1,1,POINT (-75.8612142635369 45.688379033102),2023-04-06 09:52:13.753041
498076,4f979a45-305e-4a3e-a4ae-3cff90d0db5b,LAV-I-17511-1,1,POINT (-75.7309358414018 45.7301403969497),2023-04-06 09:52:13.753041
498077,11ccd7ed-33e4-4213-87bc-9ffeced60ec3,LAV-I-18153-1,1,POINT (-75.7963174838429 45.6015512511816),2023-04-06 09:52:13.753041
498078,02a7282e-99e3-45e3-a8b2-c4b32820da67,NOR-I-13334-1,1,POINT (-73.6216733196124 45.4789993204886),2023-04-06 09:52:13.753041
498086,78fffd34-f3d3-450b-acee-93fcce8dd559,NOR-I-13487-1,1,POINT (-73.6427689777818 45.4728315345109),2023-04-06 09:52:13.753041
498089,1f95c46f-b4a3-436f-8374-5ae6c68be509,LAV-I-17343-1,1,POINT (-75.8481679548864 45.6458760240632),2023-04-06 09:52:13.753041
498091,90fa896a-d03a-4cbd-8c29-01b3fb652d3b,NOR-I-13473-1,1,POINT (-73.6329504534601 45.4737856285898),2023-04-06 09:52:13.753041
498094,8bf49270-26f8-4349-a12e-589434edb818,LAV-I-17839-1,1,POINT (-75.8224159106165 45.6760669247393),2023-04-06 09:52:13.753041
498097,1d77e845-37ee-452e-a6e5-e692c37d2ffe,LAV-I-17898-1,1,POINT (-77.0672887145947 45.9115999357489),2023-04-06 09:52:13.753041
498099,19b60c83-e5ca-4f75-b72f-2e5433160584,NOR-I-13308-1,1,POINT (-73.6208248989953 45.4724003898732),2023-04-06 09:52:13.753041
498100,9eb2335f-053f-441b-b1a5-9626ca9f0cd1,LAV-I-17787-1,1,POINT (-75.8984090742213 45.5975309913329),2023-04-06 09:52:13.753041
498102,7f414648-4b3a-45a4-82b5-11000375b328,NOR-I-13491-1,1,POINT (-73.6221187078935 45.4754654070922),2023-04-06 09:52:13.753041
498104,dbb82446-f307-43dc-a087-73787af89c3e,LAV-I-17492-1,1,POINT (-76.4508074914614 45.5573149556683),2023-04-06 09:52:13.753041
498106,c0fdf1cf-ae04-4e3a-baa0-542562cd2a74,LAV-I-18009-1,1,POINT (-76.3724162915866 45.5309959141591),2023-04-06 09:52:13.753041
498108,859a8de0-0b8a-490f-a454-e6da04ff9e3f,LAV-I-17588-1,1,POINT (-76.245760101384 45.5184437985235),2023-04-06 09:52:13.753041
